sku,date,units,revenue_cents
85123A,2011-05-12,227,63549
85123A,2011-05-13,25,7375
85123A,2011-05-14,0,0
85123A,2011-05-15,119,32545
85123A,2011-05-16,201,53535
85123A,2011-05-17,124,34588
85123A,2011-05-18,73,21535
85123A,2011-05-19,108,30580
85123A,2011-05-20,92,25860
85123A,2011-05-21,0,0
85123A,2011-05-22,153,41295
85123A,2011-05-23,113,30775
85123A,2011-05-24,144,40204
85123A,2011-05-25,68,20060
85123A,2011-05-26,647,208497
85123A,2011-05-27,22,6490
85123A,2011-05-28,0,0
85123A,2011-05-29,26,7670
85123A,2011-05-30,0,0
85123A,2011-05-31,168,43560
85123A,2011-06-01,29,9975
85123A,2011-06-02,353,91903
85123A,2011-06-03,29,8555
85123A,2011-06-04,0,0
85123A,2011-06-05,49,14455
85123A,2011-06-06,108,30580
85123A,2011-06-07,56,15524
85123A,2011-06-08,71,18385
85123A,2011-06-09,4015,4709
85123A,2011-06-10,68,19064
85123A,2011-06-11,0,0
85123A,2011-06-12,33,9735
85123A,2011-06-13,17,5299
85123A,2011-06-14,50,13754
85123A,2011-06-15,118,31254
85123A,2011-06-16,42,11110
85123A,2011-06-17,15,4425
85123A,2011-06-18,0,0
85123A,2011-06-19,147,39525
85123A,2011-06-20,29,15087
85123A,2011-06-21,7,2917
85123A,2011-06-22,18,5310
85123A,2011-06-23,106,29990
85123A,2011-06-24,32,9440
85123A,2011-06-25,0,0
85123A,2011-06-26,32,8160
85123A,2011-06-27,66,16910
85123A,2011-06-28,13,3540
85123A,2011-06-29,71,19665
85123A,2011-06-30,46,13570
85123A,2011-07-01,39,11505
85123A,2011-07-02,0,0
85123A,2011-07-03,18,5310
85123A,2011-07-04,8,2928
85123A,2011-07-05,134,34410
85123A,2011-07-06,5,2043
85123A,2011-07-07,59,16693
85123A,2011-07-08,32,10008
85123A,2011-07-09,0,0
85123A,2011-07-10,20,5900
85123A,2011-07-11,79,20745
85123A,2011-07-12,786,210550
85123A,2011-07-13,58,17110
85123A,2011-07-14,200,53880
85123A,2011-07-15,23,7921
85123A,2011-07-16,0,0
85123A,2011-07-17,23,6785
85123A,2011-07-18,82,24614
85123A,2011-07-19,157,41195
85123A,2011-07-20,104,28688
85123A,2011-07-21,52,14380
85123A,2011-07-22,132,35952
85123A,2011-07-23,0,0
85123A,2011-07-24,160,42080
85123A,2011-07-25,31,9713
85123A,2011-07-26,8,2928
85123A,2011-07-27,58,16114
85123A,2011-07-28,490,158754
85123A,2011-07-29,62,18290
85123A,2011-07-30,0,0
85123A,2011-07-31,107,29005
85123A,2011-08-01,49,14739
85123A,2011-08-02,32,8160
85123A,2011-08-03,91,25565
85123A,2011-08-04,130,36642
85123A,2011-08-05,32,10576
85123A,2011-08-06,0,0
85123A,2011-08-07,89,23695
85123A,2011-08-08,73,20255
85123A,2011-08-09,121,31855
85123A,2011-08-10,68,18068
85123A,2011-08-11,60,16420
85123A,2011-08-12,16,4720
85123A,2011-08-13,0,0
85123A,2011-08-14,52,14060
85123A,2011-08-15,104,28120
85123A,2011-08-16,87,23105
85123A,2011-08-17,37,10915
85123A,2011-08-18,15,4425
85123A,2011-08-19,6,1770
85123A,2011-08-20,0,0
85123A,2011-08-21,15,4425
85123A,2011-08-22,420,107260
85123A,2011-08-23,122,32150
85123A,2011-08-24,58,15830
85123A,2011-08-25,95,25170
85123A,2011-08-26,24,7080
85123A,2011-08-27,0,0
85123A,2011-08-28,42,12390
85123A,2011-08-29,0,0
85123A,2011-08-30,63,18157
85123A,2011-08-31,35,9045
85123A,2011-09-01,112,30800
85123A,2011-09-02,166,44986
85123A,2011-09-03,0,0
85123A,2011-09-04,16,4720
85123A,2011-09-05,95,25749
85123A,2011-09-06,160,42080
85123A,2011-09-07,4,2316
85123A,2011-09-08,21,6479
85123A,2011-09-09,29,8555
85123A,2011-09-10,0,0
85123A,2011-09-11,89,24975
85123A,2011-09-12,117,32239
85123A,2011-09-13,131,34805
85123A,2011-09-14,79,20745
85123A,2011-09-15,144,37644
85123A,2011-09-16,100,26940
85123A,2011-09-17,0,0
85123A,2011-09-18,81,21335
85123A,2011-09-19,42,12390
85123A,2011-09-20,392,124440
85123A,2011-09-21,11,4665
85123A,2011-09-22,26,8522
85123A,2011-09-23,115,31649
85123A,2011-09-24,0,0
85123A,2011-09-25,69,19075
85123A,2011-09-26,48,12880
85123A,2011-09-27,17,5015
85123A,2011-09-28,125,33319
85123A,2011-09-29,80,21608
85123A,2011-09-30,111,30185
85123A,2011-10-01,0,0
85123A,2011-10-02,21,6195
85123A,2011-10-03,23,7353
85123A,2011-10-04,18,5594
85123A,2011-10-05,49,14455
85123A,2011-10-06,13,4119
85123A,2011-10-07,28,8828
85123A,2011-10-08,0,0
85123A,2011-10-09,26,7670
85123A,2011-10-10,123,32445
85123A,2011-10-11,40,11800
85123A,2011-10-12,19,6457
85123A,2011-10-13,243,64005
85123A,2011-10-14,115,30937
85123A,2011-10-15,0,0
85123A,2011-10-16,55,16225
85123A,2011-10-17,31,9713
85123A,2011-10-18,15,4993
85123A,2011-10-19,9,2939
85123A,2011-10-20,18,5310
85123A,2011-10-21,13,3835
85123A,2011-10-22,0,0
85123A,2011-10-23,63,17305
85123A,2011-10-24,16,7276
85123A,2011-10-25,16,5004
85123A,2011-10-26,17,5015
85123A,2011-10-27,117,32079
85123A,2011-10-28,84,22220
85123A,2011-10-29,0,0
85123A,2011-10-30,116,32940
85123A,2011-10-31,149,40823
85123A,2011-11-01,39,11505
85123A,2011-11-02,80,21608
85123A,2011-11-03,1265,402863
85123A,2011-11-04,81,22615
85123A,2011-11-05,0,0
85123A,2011-11-06,74,20550
85123A,2011-11-07,31,9145
85123A,2011-11-08,97,27619
85123A,2011-11-09,113,29495
85123A,2011-11-10,71,20233
85123A,2011-11-11,128,35484
85123A,2011-11-12,0,0
85123A,2011-11-13,65,17895
85123A,2011-11-14,374,118754
85123A,2011-11-15,349,92091
85123A,2011-11-16,157,46879
85123A,2011-11-17,90,26834
85123A,2011-11-18,103,26829
85123A,2011-11-19,0,0
85123A,2011-11-20,95,25465
85123A,2011-11-21,36,11472
85123A,2011-11-22,87,25237
85123A,2011-11-23,88,23684
85123A,2011-11-24,111,31037
85123A,2011-11-25,222,60510
85123A,2011-11-26,0,0
85123A,2011-11-27,8,2360
85123A,2011-11-28,133,35251
85123A,2011-11-29,116,33080
85123A,2011-11-30,235,61645
85123A,2011-12-01,41,12379
85123A,2011-12-02,117,30959
85123A,2011-12-03,0,0
85123A,2011-12-04,8,2360
85123A,2011-12-05,234,62486
85123A,2011-12-06,21,6195
85123A,2011-12-07,175,46505
85123A,2011-12-08,108,30720
