sku,date,units,revenue_cents
LAMP-03,2024-12-03,8,31992
LAMP-03,2024-12-04,12,47988
LAMP-03,2024-12-05,15,59985
LAMP-03,2024-12-06,19,75981
LAMP-03,2024-12-07,26,103974
LAMP-03,2024-12-08,14,55986
LAMP-03,2024-12-09,7,27993
LAMP-03,2024-12-10,13,51987
LAMP-03,2024-12-11,12,47988
LAMP-03,2024-12-12,13,51987
LAMP-03,2024-12-13,20,79980
LAMP-03,2024-12-14,17,67983
LAMP-03,2024-12-15,11,43989
LAMP-03,2024-12-16,13,51987
LAMP-03,2024-12-17,13,51987
LAMP-03,2024-12-18,13,51987
LAMP-03,2024-12-19,12,47988
LAMP-03,2024-12-20,15,59985
LAMP-03,2024-12-21,20,79980
LAMP-03,2024-12-22,16,63984
LAMP-03,2024-12-23,9,35991
LAMP-03,2024-12-24,14,55986
LAMP-03,2024-12-25,12,47988
LAMP-03,2024-12-26,10,39990
LAMP-03,2024-12-27,19,75981
LAMP-03,2024-12-28,18,71982
LAMP-03,2024-12-29,8,31992
LAMP-03,2024-12-30,9,35991
LAMP-03,2024-12-31,12,47988
LAMP-03,2025-01-01,8,31992
LAMP-03,2025-01-02,11,43989
LAMP-03,2025-01-03,14,55986
LAMP-03,2025-01-04,17,67983
LAMP-03,2025-01-05,13,51987
LAMP-03,2025-01-06,7,27993
LAMP-03,2025-01-07,10,39990
LAMP-03,2025-01-08,15,59985
LAMP-03,2025-01-09,16,63984
LAMP-03,2025-01-10,16,63984
LAMP-03,2025-01-11,22,87978
LAMP-03,2025-01-12,18,71982
LAMP-03,2025-01-13,11,43989
LAMP-03,2025-01-14,11,43989
LAMP-03,2025-01-15,11,43989
LAMP-03,2025-01-16,15,59985
LAMP-03,2025-01-17,18,71982
LAMP-03,2025-01-18,18,71982
LAMP-03,2025-01-19,14,55986
LAMP-03,2025-01-20,12,47988
LAMP-03,2025-01-21,11,43989
LAMP-03,2025-01-22,16,63984
LAMP-03,2025-01-23,9,35991
LAMP-03,2025-01-24,14,55986
LAMP-03,2025-01-25,16,63984
LAMP-03,2025-01-26,14,55986
LAMP-03,2025-01-27,11,43989
LAMP-03,2025-01-28,12,47988
LAMP-03,2025-01-29,12,47988
LAMP-03,2025-01-30,11,43989
LAMP-03,2025-01-31,14,55986
LAMP-03,2025-02-01,16,63984
LAMP-03,2025-02-02,22,87978
LAMP-03,2025-02-03,16,63984
LAMP-03,2025-02-04,11,43989
LAMP-03,2025-02-05,11,43989
LAMP-03,2025-02-06,12,47988
LAMP-03,2025-02-07,13,51987
LAMP-03,2025-02-08,19,75981
LAMP-03,2025-02-09,14,55986
LAMP-03,2025-02-10,11,43989
LAMP-03,2025-02-11,15,59985
LAMP-03,2025-02-12,14,55986
LAMP-03,2025-02-13,15,59985
LAMP-03,2025-02-14,19,75981
LAMP-03,2025-02-15,19,75981
LAMP-03,2025-02-16,18,71982
LAMP-03,2025-02-17,7,27993
LAMP-03,2025-02-18,11,43989
LAMP-03,2025-02-19,13,51987
LAMP-03,2025-02-20,12,47988
LAMP-03,2025-02-21,17,67983
LAMP-03,2025-02-22,21,83979
LAMP-03,2025-02-23,18,71982
MUG-01,2024-01-01,19,24681
MUG-01,2024-01-02,24,31176
MUG-01,2024-01-03,22,28578
MUG-01,2024-01-04,20,25980
MUG-01,2024-01-05,28,36372
MUG-01,2024-01-06,33,42867
MUG-01,2024-01-07,28,36372
MUG-01,2024-01-08,19,24681
MUG-01,2024-01-09,21,27279
MUG-01,2024-01-10,21,27279
MUG-01,2024-01-11,23,29877
MUG-01,2024-01-12,28,36372
MUG-01,2024-01-13,32,41568
MUG-01,2024-01-14,23,29877
MUG-01,2024-01-15,20,25980
MUG-01,2024-01-16,23,29877
MUG-01,2024-01-17,16,20784
MUG-01,2024-01-18,25,32475
MUG-01,2024-01-19,32,41568
MUG-01,2024-01-20,37,48063
MUG-01,2024-01-21,29,37671
MUG-01,2024-01-22,18,23382
MUG-01,2024-01-23,22,28578
MUG-01,2024-01-24,23,29877
MUG-01,2024-01-25,28,36372
MUG-01,2024-01-26,31,40269
MUG-01,2024-01-27,36,46764
MUG-01,2024-01-28,32,41568
MUG-01,2024-01-29,17,22083
MUG-01,2024-01-30,19,24681
MUG-01,2024-01-31,22,28578
MUG-01,2024-02-01,25,32475
MUG-01,2024-02-02,26,33774
MUG-01,2024-02-03,35,45465
MUG-01,2024-02-04,23,29877
MUG-01,2024-02-05,21,27279
MUG-01,2024-02-06,22,28578
MUG-01,2024-02-07,18,23382
MUG-01,2024-02-08,29,37671
MUG-01,2024-02-09,30,38970
MUG-01,2024-02-10,39,50661
MUG-01,2024-02-11,24,31176
MUG-01,2024-02-12,20,25980
MUG-01,2024-02-13,22,28578
MUG-01,2024-02-14,19,24681
MUG-01,2024-02-15,29,37671
MUG-01,2024-02-16,28,36372
MUG-01,2024-02-17,33,42867
MUG-01,2024-02-18,33,42867
MUG-01,2024-02-19,18,23382
MUG-01,2024-02-20,25,32475
MUG-01,2024-02-21,27,35073
MUG-01,2024-02-22,24,31176
MUG-01,2024-02-23,35,45465
MUG-01,2024-02-24,33,42867
MUG-01,2024-02-25,33,42867
MUG-01,2024-02-26,20,25980
MUG-01,2024-02-27,18,23382
MUG-01,2024-02-28,25,32475
MUG-01,2024-02-29,26,33774
MUG-01,2024-03-01,28,36372
MUG-01,2024-03-02,30,38970
MUG-01,2024-03-03,30,38970
MUG-01,2024-03-04,25,32475
MUG-01,2024-03-05,23,29877
MUG-01,2024-03-06,26,33774
MUG-01,2024-03-07,24,31176
MUG-01,2024-03-08,30,38970
MUG-01,2024-03-09,34,44166
MUG-01,2024-03-10,26,33774
MUG-01,2024-03-11,16,20784
MUG-01,2024-03-12,24,31176
MUG-01,2024-03-13,22,28578
MUG-01,2024-03-14,25,32475
MUG-01,2024-03-15,30,38970
MUG-01,2024-03-16,34,44166
MUG-01,2024-03-17,27,35073
MUG-01,2024-03-18,24,31176
MUG-01,2024-03-19,22,28578
MUG-01,2024-03-20,25,32475
MUG-01,2024-03-21,26,33774
MUG-01,2024-03-22,31,40269
MUG-01,2024-03-23,31,40269
MUG-01,2024-03-24,24,31176
MUG-01,2024-03-25,21,27279
MUG-01,2024-03-26,22,28578
MUG-01,2024-03-27,24,31176
MUG-01,2024-03-28,27,35073
MUG-01,2024-03-29,35,45465
MUG-01,2024-03-30,36,46764
MUG-01,2024-03-31,32,41568
MUG-01,2024-04-01,18,23382
MUG-01,2024-04-02,19,24681
MUG-01,2024-04-03,19,24681
MUG-01,2024-04-04,28,36372
MUG-01,2024-04-05,32,41568
MUG-01,2024-04-06,37,48063
MUG-01,2024-04-07,29,37671
MUG-01,2024-04-08,22,28578
MUG-01,2024-04-09,23,29877
MUG-01,2024-04-10,25,32475
MUG-01,2024-04-11,26,33774
MUG-01,2024-04-12,33,42867
MUG-01,2024-04-13,39,50661
MUG-01,2024-04-14,25,32475
MUG-01,2024-04-15,21,27279
MUG-01,2024-04-16,19,24681
MUG-01,2024-04-17,21,27279
MUG-01,2024-04-18,29,37671
MUG-01,2024-04-19,30,38970
MUG-01,2024-04-20,38,49362
MUG-01,2024-04-21,27,35073
MUG-01,2024-04-22,21,27279
MUG-01,2024-04-23,19,24681
MUG-01,2024-04-24,23,29877
MUG-01,2024-04-25,27,35073
MUG-01,2024-04-26,32,41568
MUG-01,2024-04-27,39,50661
MUG-01,2024-04-28,23,29877
MUG-01,2024-04-29,23,29877
MUG-01,2024-04-30,21,27279
MUG-01,2024-05-01,22,28578
MUG-01,2024-05-02,29,37671
MUG-01,2024-05-03,32,41568
MUG-01,2024-05-04,39,50661
MUG-01,2024-05-05,27,35073
MUG-01,2024-05-06,20,25980
MUG-01,2024-05-07,22,28578
MUG-01,2024-05-08,24,31176
MUG-01,2024-05-09,27,35073
MUG-01,2024-05-10,33,42867
MUG-01,2024-05-11,39,50661
MUG-01,2024-05-12,26,33774
MUG-01,2024-05-13,24,31176
MUG-01,2024-05-14,25,32475
MUG-01,2024-05-15,25,32475
MUG-01,2024-05-16,31,40269
MUG-01,2024-05-17,28,36372
MUG-01,2024-05-18,36,46764
MUG-01,2024-05-19,33,42867
MUG-01,2024-05-20,21,27279
MUG-01,2024-05-21,23,29877
MUG-01,2024-05-22,25,32475
MUG-01,2024-05-23,28,36372
MUG-01,2024-05-24,34,44166
MUG-01,2024-05-25,38,49362
MUG-01,2024-05-26,32,41568
MUG-01,2024-05-27,16,20784
MUG-01,2024-05-28,23,29877
MUG-01,2024-05-29,20,25980
MUG-01,2024-05-30,24,31176
MUG-01,2024-05-31,32,41568
MUG-01,2024-06-01,37,48063
MUG-01,2024-06-02,33,42867
MUG-01,2024-06-03,23,29877
MUG-01,2024-06-04,20,25980
MUG-01,2024-06-05,29,37671
MUG-01,2024-06-06,25,32475
MUG-01,2024-06-07,36,46764
MUG-01,2024-06-08,39,50661
MUG-01,2024-06-09,27,35073
MUG-01,2024-06-10,23,29877
MUG-01,2024-06-11,23,29877
MUG-01,2024-06-12,23,29877
MUG-01,2024-06-13,24,31176
MUG-01,2024-06-14,32,41568
MUG-01,2024-06-15,37,48063
MUG-01,2024-06-16,32,41568
MUG-01,2024-06-17,22,28578
MUG-01,2024-06-18,19,24681
MUG-01,2024-06-19,25,32475
MUG-01,2024-06-20,26,33774
MUG-01,2024-06-21,35,45465
MUG-01,2024-06-22,43,55857
MUG-01,2024-06-23,36,46764
MUG-01,2024-06-24,20,25980
MUG-01,2024-06-25,21,27279
MUG-01,2024-06-26,24,31176
MUG-01,2024-06-27,27,35073
MUG-01,2024-06-28,36,46764
MUG-01,2024-06-29,43,55857
MUG-01,2024-06-30,32,41568
MUG-01,2024-07-01,19,24681
MUG-01,2024-07-02,21,27279
MUG-01,2024-07-03,26,33774
MUG-01,2024-07-04,26,33774
MUG-01,2024-07-05,32,41568
MUG-01,2024-07-06,40,51960
MUG-01,2024-07-07,27,35073
MUG-01,2024-07-08,18,23382
MUG-01,2024-07-09,24,31176
MUG-01,2024-07-10,26,33774
MUG-01,2024-07-11,28,36372
MUG-01,2024-07-12,35,45465
MUG-01,2024-07-13,39,50661
MUG-01,2024-07-14,33,42867
MUG-01,2024-07-15,22,28578
MUG-01,2024-07-16,23,29877
MUG-01,2024-07-17,29,37671
MUG-01,2024-07-18,28,36372
MUG-01,2024-07-19,30,38970
MUG-01,2024-07-20,38,49362
MUG-01,2024-07-21,32,41568
MUG-01,2024-07-22,20,25980
MUG-01,2024-07-23,23,29877
MUG-01,2024-07-24,25,32475
MUG-01,2024-07-25,30,38970
MUG-01,2024-07-26,36,46764
MUG-01,2024-07-27,38,49362
MUG-01,2024-07-28,32,41568
MUG-01,2024-07-29,22,28578
MUG-01,2024-07-30,23,29877
MUG-01,2024-07-31,21,27279
MUG-01,2024-08-01,28,36372
MUG-01,2024-08-02,33,42867
MUG-01,2024-08-03,41,53259
MUG-01,2024-08-04,32,41568
MUG-01,2024-08-05,22,28578
MUG-01,2024-08-06,27,35073
MUG-01,2024-08-07,25,32475
MUG-01,2024-08-08,28,36372
MUG-01,2024-08-09,36,46764
MUG-01,2024-08-10,41,53259
MUG-01,2024-08-11,32,41568
MUG-01,2024-08-12,24,31176
MUG-01,2024-08-13,22,28578
MUG-01,2024-08-14,28,36372
MUG-01,2024-08-15,32,41568
MUG-01,2024-08-16,35,45465
MUG-01,2024-08-17,46,59754
MUG-01,2024-08-18,30,38970
MUG-01,2024-08-19,23,29877
MUG-01,2024-08-20,23,29877
MUG-01,2024-08-21,25,32475
MUG-01,2024-08-22,27,35073
MUG-01,2024-08-23,38,49362
MUG-01,2024-08-24,44,57156
MUG-01,2024-08-25,36,46764
MUG-01,2024-08-26,24,31176
MUG-01,2024-08-27,30,38970
MUG-01,2024-08-28,25,32475
MUG-01,2024-08-29,26,33774
MUG-01,2024-08-30,38,49362
MUG-01,2024-08-31,41,53259
MUG-01,2024-09-01,33,42867
MUG-01,2024-09-02,19,24681
MUG-01,2024-09-03,24,31176
MUG-01,2024-09-04,25,32475
MUG-01,2024-09-05,26,33774
MUG-01,2024-09-06,35,45465
MUG-01,2024-09-07,42,54558
MUG-01,2024-09-08,33,42867
MUG-01,2024-09-09,22,28578
MUG-01,2024-09-10,29,37671
MUG-01,2024-09-11,28,36372
MUG-01,2024-09-12,28,36372
MUG-01,2024-09-13,36,46764
MUG-01,2024-09-14,40,51960
MUG-01,2024-09-15,28,36372
MUG-01,2024-09-16,25,32475
MUG-01,2024-09-17,27,35073
MUG-01,2024-09-18,29,37671
MUG-01,2024-09-19,29,37671
MUG-01,2024-09-20,38,49362
MUG-01,2024-09-21,34,44166
MUG-01,2024-09-22,34,44166
MUG-01,2024-09-23,24,31176
MUG-01,2024-09-24,23,29877
MUG-01,2024-09-25,30,38970
MUG-01,2024-09-26,31,40269
MUG-01,2024-09-27,35,45465
MUG-01,2024-09-28,42,54558
MUG-01,2024-09-29,35,45465
MUG-01,2024-09-30,22,28578
MUG-01,2024-10-01,27,35073
MUG-01,2024-10-02,24,31176
MUG-01,2024-10-03,26,33774
MUG-01,2024-10-04,37,48063
MUG-01,2024-10-05,41,53259
MUG-01,2024-10-06,33,42867
MUG-01,2024-10-07,22,28578
MUG-01,2024-10-08,20,25980
MUG-01,2024-10-09,24,31176
MUG-01,2024-10-10,30,38970
MUG-01,2024-10-11,37,48063
MUG-01,2024-10-12,46,59754
MUG-01,2024-10-13,31,40269
MUG-01,2024-10-14,26,33774
MUG-01,2024-10-15,26,33774
MUG-01,2024-10-16,30,38970
MUG-01,2024-10-17,27,35073
MUG-01,2024-10-18,38,49362
MUG-01,2024-10-19,39,50661
MUG-01,2024-10-20,32,41568
MUG-01,2024-10-21,25,32475
MUG-01,2024-10-22,31,40269
MUG-01,2024-10-23,29,37671
MUG-01,2024-10-24,30,38970
MUG-01,2024-10-25,38,49362
MUG-01,2024-10-26,44,57156
MUG-01,2024-10-27,32,41568
MUG-01,2024-10-28,23,29877
MUG-01,2024-10-29,23,29877
MUG-01,2024-10-30,26,33774
MUG-01,2024-10-31,29,37671
MUG-01,2024-11-01,39,50661
MUG-01,2024-11-02,43,55857
MUG-01,2024-11-03,32,41568
MUG-01,2024-11-04,23,29877
MUG-01,2024-11-05,27,35073
MUG-01,2024-11-06,28,36372
MUG-01,2024-11-07,32,41568
MUG-01,2024-11-08,38,49362
MUG-01,2024-11-09,43,55857
MUG-01,2024-11-10,29,37671
MUG-01,2024-11-11,23,29877
MUG-01,2024-11-12,27,35073
MUG-01,2024-11-13,27,35073
MUG-01,2024-11-14,28,36372
MUG-01,2024-11-15,35,45465
MUG-01,2024-11-16,41,53259
MUG-01,2024-11-17,35,45465
MUG-01,2024-11-18,21,27279
MUG-01,2024-11-19,25,32475
MUG-01,2024-11-20,26,33774
MUG-01,2024-11-21,29,37671
MUG-01,2024-11-22,33,42867
MUG-01,2024-11-23,45,58455
MUG-01,2024-11-24,32,41568
MUG-01,2024-11-25,21,27279
MUG-01,2024-11-26,29,37671
MUG-01,2024-11-27,22,28578
MUG-01,2024-11-28,34,44166
MUG-01,2024-11-29,40,51960
MUG-01,2024-11-30,44,57156
MUG-01,2024-12-01,34,44166
MUG-01,2024-12-02,32,41568
MUG-01,2024-12-03,22,28578
MUG-01,2024-12-04,28,36372
MUG-01,2024-12-05,35,45465
MUG-01,2024-12-06,38,49362
MUG-01,2024-12-07,44,57156
MUG-01,2024-12-08,29,37671
MUG-01,2024-12-09,30,38970
MUG-01,2024-12-10,26,33774
MUG-01,2024-12-11,33,42867
MUG-01,2024-12-12,34,44166
MUG-01,2024-12-13,40,51960
MUG-01,2024-12-14,42,54558
MUG-01,2024-12-15,35,45465
MUG-01,2024-12-16,24,31176
MUG-01,2024-12-17,30,38970
MUG-01,2024-12-18,30,38970
MUG-01,2024-12-19,31,40269
MUG-01,2024-12-20,41,53259
MUG-01,2024-12-21,44,57156
MUG-01,2024-12-22,37,48063
MUG-01,2024-12-23,27,35073
MUG-01,2024-12-24,23,29877
MUG-01,2024-12-25,30,38970
MUG-01,2024-12-26,34,44166
MUG-01,2024-12-27,42,54558
MUG-01,2024-12-28,43,55857
MUG-01,2024-12-29,36,46764
MUG-01,2024-12-30,23,29877
MUG-01,2024-12-31,27,35073
MUG-01,2025-01-01,29,37671
MUG-01,2025-01-02,33,42867
MUG-01,2025-01-03,39,50661
MUG-01,2025-01-04,45,58455
MUG-01,2025-01-05,35,45465
MUG-01,2025-01-06,27,35073
MUG-01,2025-01-07,21,27279
MUG-01,2025-01-08,31,40269
MUG-01,2025-01-09,33,42867
MUG-01,2025-01-10,37,48063
MUG-01,2025-01-11,44,57156
MUG-01,2025-01-12,38,49362
MUG-01,2025-01-13,27,35073
MUG-01,2025-01-14,29,37671
MUG-01,2025-01-15,29,37671
MUG-01,2025-01-16,30,38970
MUG-01,2025-01-17,37,48063
MUG-01,2025-01-18,43,55857
MUG-01,2025-01-19,34,44166
MUG-01,2025-01-20,32,41568
MUG-01,2025-01-21,26,33774
MUG-01,2025-01-22,34,44166
MUG-01,2025-01-23,32,41568
MUG-01,2025-01-24,38,49362
MUG-01,2025-01-25,45,58455
MUG-01,2025-01-26,38,49362
MUG-01,2025-01-27,26,33774
MUG-01,2025-01-28,28,36372
MUG-01,2025-01-29,30,38970
MUG-01,2025-01-30,32,41568
MUG-01,2025-01-31,37,48063
MUG-01,2025-02-01,47,61053
MUG-01,2025-02-02,38,49362
MUG-01,2025-02-03,25,32475
MUG-01,2025-02-04,27,35073
MUG-01,2025-02-05,29,37671
MUG-01,2025-02-06,32,41568
MUG-01,2025-02-07,36,46764
MUG-01,2025-02-08,46,59754
MUG-01,2025-02-09,37,48063
MUG-01,2025-02-10,23,29877
MUG-01,2025-02-11,31,40269
MUG-01,2025-02-12,30,38970
MUG-01,2025-02-13,34,44166
MUG-01,2025-02-14,35,45465
MUG-01,2025-02-15,47,61053
MUG-01,2025-02-16,33,42867
MUG-01,2025-02-17,27,35073
MUG-01,2025-02-18,29,37671
MUG-01,2025-02-19,32,41568
MUG-01,2025-02-20,29,37671
MUG-01,2025-02-21,38,49362
MUG-01,2025-02-22,47,61053
MUG-01,2025-02-23,32,41568
